person_id,day,age,intervention,daily_stress,daily_recovery,daily_engagement,stress_i1,stress_i2,recovery_i1,recovery_i2,engagement_i1,engagement_i2,scenario,purchase,aigc_clicks,exposure_minutes
D077,10,31,0,3.414,2.937,2.744,3.918,3.082,2.885,2.979,2.791,2.511,S4,0,6,58
D078,1,39,1,3.11,3.264,3.908,2.922,2.873,3.409,2.99,4.085,3.653,S4,0,5,36
D078,2,39,1,2.568,3.263,3.025,2.751,2.188,3.057,3.562,3.152,2.716,S1,1,6,35
D078,3,39,1,4.022,2.888,3.013,4.309,4.066,2.781,3.436,2.545,2.864,S2,1,5,60
D078,4,39,1,3.8,2.595,2.968,3.072,3.887,2.587,2.3,2.693,3.425,S3,0,7,57
D078,5,39,1,2.109,3.552,4.202,2.48,2.004,3.402,3.743,3.943,4.199,S4,0,6,26
D078,6,39,1,3.49,2.609,3.339,3.137,3.83,2.229,2.15,3.409,3.228,S1,0,6,20
D078,7,39,1,3.261,3.211,4.156,3.304,3.067,2.931,3.307,4.054,4.137,S2,0,6,55
D078,8,39,1,3.952,2.95,2.536,4.017,4.027,2.905,2.593,2.507,2.591,S3,0,4,28
D078,9,39,1,3.635,2.793,3.029,3.422,3.895,2.987,2.664,3.019,3.168,S4,0,6,25
D078,10,39,1,2.857,3.525,3.91,3.076,3.138,3.879,3.713,4.103,3.523,S1,1,4,25
D079,1,42,0,3.062,2.85,3.438,3.165,3.57,2.485,2.61,3.168,3.836,S1,0,5,59
D079,2,42,0,2.906,1.966,3.107,3.028,3.519,1.901,1.819,2.915,2.929,S2,1,6,39
D079,3,42,0,2.685,2.32,2.619,2.549,2.236,1.804,2.572,2.299,2.41,S3,1,1,58
D079,4,42,0,3.219,2.4,2.848,3.782,3.158,2.323,2.285,2.994,3.247,S4,0,7,20
D079,5,42,0,4.377,1.0,2.4,4.168,4.692,1.0,1.05,2.154,2.61,S1,0,6,55
D079,6,42,0,3.302,2.1,3.187,3.305,2.589,2.449,2.003,3.423,3.053,S2,0,8,28
D079,7,42,0,3.998,1.568,2.777,3.689,4.009,1.277,1.102,2.726,2.728,S3,0,2,22
D079,8,42,0,3.259,2.138,2.547,3.353,3.475,1.961,2.517,2.314,2.243,S4,0,7,31
D079,9,42,0,4.203,1.0,2.476,4.421,3.911,1.0,1.0,2.528,2.451,S1,1,7,57
D079,10,42,0,3.91,1.824,2.705,4.047,4.203,2.179,1.927,2.568,2.646,S2,0,6,54
D080,1,54,1,3.564,2.841,1.682,3.497,3.564,2.922,2.723,1.383,1.031,S2,0,5,25
D080,2,54,1,3.783,4.04,3.223,3.81,3.454,4.024,4.457,3.047,3.492,S3,0,7,26
D080,3,54,1,4.824,2.501,2.774,4.719,4.421,2.183,2.799,3.028,2.436,S4,0,6,32
D080,4,54,1,4.197,3.066,2.902,4.512,4.418,2.892,3.069,2.954,3.387,S1,0,5,28
D080,5,54,1,3.791,4.202,4.338,4.005,4.296,4.358,4.409,3.785,3.988,S2,0,2,51
D080,6,54,1,3.198,3.409,3.606,3.843,2.994,3.35,2.84,3.394,3.2,S3,1,5,39
D080,7,54,1,4.431,3.15,2.549,4.526,4.596,2.4,3.2,2.849,1.852,S4,0,6,47
D080,8,54,1,2.838,3.428,2.465,3.171,2.503,3.546,3.519,2.408,2.423,S1,0,6,21
D080,9,54,1,3.775,2.842,2.67,3.677,4.015,3.083,2.669,2.585,2.777,S2,0,3,31
D080,10,54,1,3.467,3.61,3.602,3.255,3.131,3.635,3.679,3.745,3.625,S3,0,5,34
